Date,Day,Month,Year,Season,Type,Country,Iso_alpha_3,State,Location,Latitude,Longitude,Latitude error,Longitude error,Activity,Activity Long,Gender,Injury,Fatal,Species
08.Jun.38,8,6,1938,Winter,Unprovoked,AUSTRALIA,AUS,New South Wales,Manly,-33.7971937,151.2879845,,,Diving,Hardhat diving,M,"No injury, the shark knocked him off his feet",N,"Unknown, length given"
21.Jan.38,21,1,1938,Summer,Provoked,AUSTRALIA,AUS,New South Wales,Tweed Heads,-28.181708,153.5469621,,,Fishing,Fishing,M,Thumb bitten by landed shark PROVOKED INCIDENT,N,Tiger shark
08.Mar.38,8,3,1938,Autumn,Unprovoked,AUSTRALIA,AUS,Northern Territory,Liverpool River,-17.731466,145.962681,,,Canoeing,Canoe capsized by shark,M,"Leg severed, but survived",N,Unknown
14.Jan.38,14,1,1938,Summer,Invalid,AUSTRALIA,AUS,New South Wales,"Lady Martin’s Beach, Sydney Harbor",None,None,,,Diving,Diving off jetty,M,Superficial lacerations on feet & toes,Unknown,Invalid
27.Dec.38,27,12,1938,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"North Beach, Belligen River",-33.6005473,151.3231536,,,Swimming,Swimming,M,"FATAL, thought to have been taken by a shark ",Y,Unknown
05.Oct.38,5,10,1938,Spring,Provoked,AUSTRALIA,AUS,Queensland,Between Wynnum & St. Helena Island,None,None,,,Fishing,Fishing,M,Laceration to left foot & ankle by netted shark PROVOKED INCIDENT,N,Tiger shark
12.Jul.38,12,7,1938,Winter,Unprovoked,AUSTRALIA,AUS,Torres Strait,Off Bathurst Island,-11.57730195,130.4177397,,,Diving,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",M,"FATAL, dragged out of diving helmet  ",Y,Unknown
12.Jan.39,12,1,1939,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Clarence River,-29.207293,152.59221,,,Scooping prawns,Scooping prawns,M,No injury,N,"Unknown, length given"
23.Nov.39,23,11,1939,Spring,Watercraft,AUSTRALIA,AUS,New South Wales,Wollongong,-34.4278083,150.893054,,,Unknown,,Unknown,No injury,N,Mako shark
09.Nov.39,9,11,1939,Spring,Watercraft,AUSTRALIA,AUS,New South Wales,Wollongong,-34.4278083,150.893054,,,Unknown,,Unknown,No details,Unknown,Unknown
06.Nov.39,6,11,1939,Spring,Watercraft,AUSTRALIA,AUS,New South Wales,Wollongong,-34.4278083,150.893054,,,Unknown,,Unknown,No details,Unknown,Unknown
11.Nov.39,11,11,1939,Spring,Provoked,AUSTRALIA,AUS,New South Wales,Maroubra,-33.9453441,151.2456824,,,Unknown,,Unknown,Boat bitten by gaffed shark PROVOKED INCIDENT,N,Bronze whaler
28.Dec.39,28,12,1939,Summer,Invalid,AUSTRALIA,AUS,New South Wales,"Cabramatta Creek, George’s River ",-33.95431618,150.8490372,,,Swimming,Swimming,M,Abrasion above knee ,Unknown,Invalid
25.Oct.39,25,10,1939,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,Near Restoration Rock off Portland Roads ,None,None,,,Diving,"Free diving for trochus shell, swimming to dinghy",M,"Both thighs were lacerated, recovered at Thursday Island hospital",N,Tiger shark
14.Dec.39,14,12,1939,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,"Rubbish Dump Creek, Mackay",,,-14.52826275,132.8094679,Swimming,Swimming ,M,"FATAL, left foot & right leg bitten, later surgically amputated  ",Y,"Unknown, length given"
27.Sept.39,27,9,1939,Spring,Unprovoked,AUSTRALIA,AUS,Torres Strait,Near Mabuiag Island,None,None,,,Diving,Pearl diving,M,"Leg severely bitten, surgically amputated",N,Tiger shark
20.Mar.40,20,3,1940,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Gerringong,-34.7461982,150.8278546,,,Diving,Free diving for lobster,M,Minor injuries to foot,N,Wobbegong shark
20.Feb.40,20,2,1940,Summer,Watercraft,AUSTRALIA,AUS,New South Wales,Sydney Harbour,-33.8670914,151.1997995,,,Canoeing,Canoeing,Unknown,"No injury. Shark grazed canoe, snapped at a piece of mast being trailed in the water & followed it into 2' of water",N,Unknown
28.Dec.40,28,12,1940,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Stockton Beach, Newcastle",-32.84415485,151.8657145,,,Standing,Standing on sandbank,M,"FATAL, injuries to lower back ",Y,Unknown
29.Jan.40,29,1,1940,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Brisbane River,-27.5329355,152.9576543,,,Diving,Dived into the water,M,Shoulder nipped,N,"Unknown, length given"
19.Dec.40,19,12,1940,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Double Island Beach,-25.9136239,153.0913423,,,Fishing,Fishing,M,Minor injury to leg,N,Unknown
10.Dec.40,10,12,1940,Summer,Provoked,AUSTRALIA,AUS,Northern Territory,Darwin,-12.46044,130.8410469,,,Fishing,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,M,Leg severely lacerated PROVOKED INCIDENT,N,Unknown
04.Feb.40,4,2,1940,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"North Brighton, Botany Bay",-37.9048498,145.0026141,,,Wading,Wading,M,"FATAL, injuries to both arms  ",Y,Unknown
23.Jan.40,23,1,1940,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"North Brighton, Botany Bay",-37.9048498,145.0026141,,,Swimming,Swimming,M,"FATAL, left leg severed  ",Y,"Unknown, length given"
01.Jan.40,1,1,1940,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,"Malagil, Barrier Reef",-34.98988075,138.8316521,,,Diving,Diving for trochus,M,Thigh  lacerated,N,Unknown
15.Jan.40,15,1,1940,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,"Surfers Paradise, near Southport",-27.9989899,153.42398,,,Swimming,Swimming,M,Chest lacerated,N,Unknown
13.Feb.41,13,2,1941,Summer,Provoked,AUSTRALIA,AUS,New South Wales,Wollongong,-34.4278083,150.893054,,,Fishing,Fishing,M,Hand lacerated by hooked shark PROVOKED INCIDENT,N,Unknown
19.Nov.41,19,11,1941,Spring,Sea Disaster,AUSTRALIA,AUS,Western Australia,Shark Bay,-26.32617975,114.3179177,,,German raider Kormoran was sunk in an engagement with HMAS Sydney,German raider Kormoran was sunk in an engagement with HMAS Sydney,M,Leg bitten,N,Unknown
03.Dec.41,3,12,1941,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,Carnarvon,-24.882613,113.657649,,,Swimming,Swimming,M,Right ankle bitten,N,Unknown
05.Aug.41,5,8,1941,Winter,Invalid,AUSTRALIA,AUS,New South Wales,Parramata River,None,None,,,Swimming,Swimming,M,Shark involvement prior to death unconfirmed,Unknown,Invalid
04.Mar.42,4,3,1942,Autumn,Invalid,AUSTRALIA,AUS,New South Wales,George’s River,-33.973275,151.102678,,,Unknown,,M,"Cause of death was drowning, shark bites were post mortem",Unknown,Invalid
18.Jan.42,18,1,1942,Summer,Watercraft,AUSTRALIA,AUS,New South Wales,Fairy Bower,-23.4062641,150.4693435,,,Unknown,,Unknown,Paddle of surf ski bitten by shark,N,Unknown
26.Dec.42,26,12,1942,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Bantry Bay, near Ironstone Point, Middle Harbor, Sydney",-33.7613751,151.2308189,,,Paddling,Dog paddling or standing,F,"FATAL, legs bitten ",Y,Bull shark
04.Jan.42,4,1,1942,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Egg Rock, Middle Harbor, Sydney",-28.1770567,153.2024913,,,Swimming,Swimming,F,"FATAL, bitten in two  ",Y,Bull shark
01.Jan.42,1,1,1942,Summer,Provoked,AUSTRALIA,AUS,New South Wales,"Fairy Bower, near North Steyne",-23.4018195,150.4578638,,,Surfing,Surf-skiing,M,Attempted to frighten shark by smacking water with paddle. Shark bit paddle.  No injury to surf-skier PROVOKED INCIDENT,N,"Unknown, length given"
09.May.42,9,5,1942,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,"Great Barrier Reef, off Cairns",-16.35,145.9,,,Diving,Diving from lugger,M,"Hands, arms & knee lacerated",N,Unknown
12.Sept.42,12,9,1942,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,"Trinity Beach, 17 km northwast of Cairns",-16.789067,145.700349,,,Treading water,Treading water,M,"Right foot severed & calf removed, leg  surgically amputated below the knee",N,Tiger shark
01.Dec.24,1,12,1942,Summer,Watercraft,AUSTRALIA,AUS,Tasmania,Off Big Friar Island,-38.7670856,146.5704166,,,Fishing,Fishing for perch,M,"No injury to occupants, rudder damaged by shark",N,Unknown
16.Jun.43,16,6,1943,Winter,Watercraft,AUSTRALIA,AUS,Tasmania,Triabunna,-42.504035,147.9139308,,,Fishing,Fishing for cod,M,"No injury to occupant, shark grabbed rudder and dragged the dinghy stern-first",N,White shark
14.May.43,14,5,1943,Autumn,Sea Disaster,AUSTRALIA,AUS,Queensland,Off Brisbane,-27.3990708,153.027569,,,Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177,Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177,M,FATAL,Y,Unknown
16.Jan.44,16,1,1944,Summer,Watercraft,AUSTRALIA,AUS,Western Australia,"Cottesloe, Perth",-31.9921125,115.7632414,,,Fishing,Fishing,M,"No injury, shark took day's catch & struck boat",N,"Unknown, length given"
01.Nov.44,1,11,1944,Spring,Invalid,AUSTRALIA,AUS,Queensland,Maroochydore Beach,-26.65951775,153.1048356,,,Swimming,Swimming,M,Probable drowning & scavenging,Unknown,Unknown
23.Oct.44,23,10,1944,Spring,Watercraft,AUSTRALIA,AUS,Queensland,Tewantin,-26.3920057,153.0391832,,,Fishing,Fishing,Unknown,No injury to occupants; shark bit dinghy leaving tooth fragments in  its woodwork,N,Unknown
14.Jan.44,14,1,1944,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"First Beach, Forster",None,None,,,Surfing,Surfing,M,"Both legs bitten, one surgically amputated",N,Unknown
15.Jun.45,15,6,1945,Winter,Unprovoked,AUSTRALIA,AUS,Queensland,"Trinity Beach, Cairns",-16.789067,145.700349,,,Swimming,Swimming,M,FATAL,Y,Unknown
28.Dec.46,28,12,1946,Summer,Unprovoked,AUSTRALIA,AUS,South Australia,Glenelg,-34.9803673,138.5143342,,,Swimming,Swimming near jetty with 2' piece of wood,M,"Forearm & fingers lacerated, teethmarks on wood",N,Unknown
20.Mar.46,20,3,1946,Autumn,Watercraft,AUSTRALIA,AUS,South Australia,Grange,-34.899136,138.498079,,,Fishing,Fishing,M,"No injury; shark rammed boat, catapulting Leverenz in the sea & damaging boat",N,Unknown
10.Feb.46,10,2,1946,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,"City Beach, Perth",-31.9529527,115.858576,,,Standing,Standing,M,"Leg bitten, surgically amputated",N,White shark
24.Dec.46,24,12,1946,Summer,Watercraft,AUSTRALIA,AUS,Queensland,"Auckland Creek, Gladstone",-23.8879207,151.2474426,,,Unknown,,Unknown,Shark jumped into cockpit,N,"Unknown, length given"
17.Jan.46,17,1,1946,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Townsville,-19.2569391,146.8239537,,,Unknown,,M,Ankle bitten,N,"Unknown, length given"
19.Apr.46,19,4,1946,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,"Trinity Beach, Cairns",-16.789067,145.700349,,,Swimming,Swimming,M,FATAL,Y,Unknown
20.Nov.46,20,11,1946,Spring,Unprovoked,AUSTRALIA,AUS,Torres Strait,40 miles off Thursday Island,-10.57864585,142.2189206,,,Diving,Pearl diving from lugger,M,"FATAL, right arm severed",Y,Unknown
14.Oct.46,14,10,1946,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,"Mark’s Point, Swan Bay, Lake Macquarie",-26.1522827,113.1560635,,,Swimming,Swimming,M,Left leg lacerated,N,Unknown
05.Jan.46,5,1,1946,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Oatley Bay near Como, George’s River",-33.99699395,151.0705703,,,Swimming,Swimming,F,"FATAL, left leg severed, right leg injured  ",Y,Unknown
18.Aug.46,18,8,1946,Winter,Unprovoked,AUSTRALIA,AUS,Queensland,"Ellis Beach, 20 miles from Cairns",-16.725834,145.672177,,,Swimming,Swimming after a tennis ball,M,"FATAL, body not recovered",Y,"Unknown, length given"
01.Apr.46,1,4,1946,Autumn,Watercraft,AUSTRALIA,AUS,South Australia,Port Newby,,,-27.9949296,122.895159,Fishing,Fishing,Unknown,"No injury to occupants. Shark charged boat, tore off rudder & tossed it air, then swam off with it",N,"Unknown, length given"
23.Nov.47,23,11,1947,Spring,Watercraft,AUSTRALIA,AUS,South Australia,3 miles out to sea off Glenelg,-34.9803673,138.5143342,,,Fishing,Fishing,Unknown,"No injury to occupants, shark made 20 to 30 rushes at dinghy",N,"Unknown, length given"
16.Jun.47,16,6,1947,Winter,Watercraft,AUSTRALIA,AUS,New South Wales,Coogee,-33.9217004,151.2557975,,,Fishing,Fishing,Unknown,"No injury to occupants, shark bumped & lifted dinghy",N,Tiger shark
06.Apr.47,6,4,1947,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Palm Beach,-33.600547,151.323154,,,Surfing,Surfing,M,"No injury, board scraped by shark",N,Unknown
23.Feb.47,23,2,1947,Summer,Watercraft,AUSTRALIA,AUS,Queensland,Palm Beach,-33.600547,151.323154,,,Fishing,Fishing,Unknown,"No injury, shark holed boat",N,Unknown
01.Nov.47,1,11,1947,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,Moreton Bay,-27.2397819,153.2539994,,,Unknown,,M,FATAL,Y,Unknown
24.Jul.47,24,7,1947,Winter,Unprovoked,AUSTRALIA,AUS,Northern Territory,Darwin Harbour,-12.4301775,130.7913199,,,Diving,Diving,M,Suit ripped,N,"Unknown, length given"
14.Jan.47,14,1,1947,Summer,Watercraft,AUSTRALIA,AUS,New South Wales,"Berry's Bay, Sydney Harbour",-34.91152735,137.0141425,,,Rowing,Rowing,Unknown,"No injury, shark lifted the boat 0.5 m out of the water",N,"Unknown, length given"
14.Nov.47,14,11,1947,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,"Knobby's Beach, Newcastle",-37.4818511,140.0106789,,,Fishing,Fishing from surf ski,M,"No injury, ski bumped",N,Unknown
14.Nov.47,14,11,1947,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,"Knobby's Beach, Newcastle",-37.4818511,140.0106789,,,Fishing,Fishing from surf ski,M,"No injury, ski bumped",N,Unknown
08.Nov.47,8,11,1947,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",-31.1543201,152.8461867,,,Swimming,Swimming,M,"FATAL, leg severed at knee  ",Y,Unknown
08.Nov.47,8,11,1947,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",-31.1543201,152.8461867,,,Swimming,Swimming,M,Thighs & knee lacerated,N,Unknown
21.Dec.47,21,12,1947,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Watson Taylor's Lake, 25 miles south of Port Macquarie",None,None,,,Fishing,Fishing,M,Leg gashed,N,Grey nurse shark
28.Oct.47,28,10,1947,Spring,Unprovoked,AUSTRALIA,AUS,Northern Territory,"Mornington Island, Gulf of Carpentaria",-16.5625647,139.3406409,,,Fishing,Fishing in waist-deep water,M,Kneecap removed,N,Unknown
12.Feb.48,12,2,1948,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Stockton Beach, Newcastle",-32.84415485,151.8657145,,,Swimming,Swimming,M,"FATAL, right thigh & leg bitten ",Y,"Unknown, length given"
27.Dec.48,27,12,1948,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,Lancelin Island,-31.00633695,115.3165091,,,Swimming,Swimming,M,"FATAL, disappeared while swimming  ",Y,Tiger shark
25.Jan.48,25,1,1948,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Mona Vale, near Sydney",-33.6769931,151.3029577,,,Surfing,Surf skiing,M,"No injury, ski bitten",N,"Unknown, length given"
26.Dec.48,26,12,1948,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,"King’s Beach, Caloundra",-26.7981633,153.1354434,,,"Treading water, waiting for a wave","Treading water, waiting for a wave",M,"FATAL, left hand severed, left leg arm bitten, tissue removed hip to knee  ",Y,Unknown
10.Dec.48,10,12,1948,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Rib Reef off Townsville,-37.42047259,149.3697005,,,Fishing,Fishing,M,Hand injured,N,Unknown
18.Nov.48,18,11,1948,Spring,Unprovoked,AUSTRALIA,AUS,Torres Strait,"Saibai Island, 80 miles north of Cape York",-9.3970311,142.6826911,,,Diving,Pearl diving,M,Leg bitten,N,Unknown
16.Aug.49,16,8,1949,Winter,Unprovoked,AUSTRALIA,AUS,Tasmania,Flinders Island,-39.9967743,148.089437,,,Swimming,Swimming near shore,M,Hip lacerated,N,Unknown
12.Nov.49,12,11,1949,Spring,Invalid,AUSTRALIA,AUS,Victoria,Port Phillip Bay,-38.10464825,144.7798547,,,No details,No details,M,Fatal or drowning or scavenging,Unknown,Invalid
01.Dec.49,1,12,1949,Summer,Unprovoked,AUSTRALIA,AUS,Victoria,Seaholme,-37.86785845,144.8410573,,,Lying on the bottom of a 16' dinghy,Lying on the bottom of a 16' dinghy,M,"No injury,     Shark landed on top of him, knocked him back down 3 times",N,Grey nurse shark
13.May.49,13,5,1949,Autumn,Provoked,AUSTRALIA,AUS,New South Wales,Nelson's Bay,-32.72043,152.14398,,,"Examining netted shark, that had been shot","Examining netted shark, that had been shot",M,Lacerations to right hand PROVOKED INCIDENT,N,Unknown
20.Nov.49,20,11,1949,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,"Kurnell, Botany Bay ",-34.02135395,151.2259465,,,Diving,Free diving or wading back to shore,M,Left arm bitten ,N,"Unknown, length given"
23.Jan.49,23,1,1949,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Bar Beach, Newcastle ",-32.938888,151.7683089,,,Lifesaving exhibition,Lifesaving exhibition,M,FATAL,Y,White shark
01.Apr.49,1,4,1949,Autumn,Watercraft,AUSTRALIA,AUS,South Australia,18 miles south of Port Augusta,-32.4908819,137.7639874,,,Unknown,,Unknown,,Unknown,Unknown
05.Jan.49,5,1,1949,Summer,Invalid,AUSTRALIA,AUS,Western Australia,"Leighton Beach, North Fremantle",-32.02406625,115.750719,,,Unknown,,Unknown,Human hand recovered from 2.4 m [8'] tiger shark,Unknown,Invalid
16.May.49,16,5,1949,Autumn,Unprovoked,AUSTRALIA,AUS,Western Australia,Broome,-17.956691,122.224018,,,Bathing,Bathing,F,"Left arm severed above elbow, recovered 5 days afterwards from shark’s gut",N,Bronze whaler
13.Jan.49,13,1,1949,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Mona Vale, near Sydney",-33.6769931,151.3029577,,,Surfing,Surf skiing,M,"No injury, shark bumped ski",N,Unknown
14.Jan.49,14,1,1949,Summer,Invalid,AUSTRALIA,AUS,New South Wales,Off North Bondi,None,None,,,Surfing,Surfing,M,"No injury, chased by 3 sharks",Unknown,Invalid
17.Apr.49,17,4,1949,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,"Ellis Beach, 20 miles from Cairns",-16.725834,145.672177,,,Bathing,Bathing in water 0.9 m deep,M,"FATAL, left leg severed",Y,"Unknown, length given"
28.Aug.49,28,8,1949,Winter,Unprovoked,AUSTRALIA,AUS,Queensland,Yorkey’s Knob Beach near Cairns,None,None,,,Swimming,Swimming,M,Abdomen & chest abraded,N,Unknown
28.Aug.49,28,8,1949,Winter,Unprovoked,AUSTRALIA,AUS,Queensland,Yorkey’s Knob Beach near Cairns,None,None,,,Swimming,Swimming,M,"FATAL, right leg, thigh & fingers lacerated ",Y,Unknown
18.Apr.49,18,4,1949,Autumn,Provoked,AUSTRALIA,AUS,Queensland,"Nerang River, Southpot",-28.01631321,153.2923837,,,Fishing,Fishing,M,Toe bitten by netted shark PROVOKED INCIDENT,N,"Unknown, length given"
03.May.05,3,5,1950,Autumn,Watercraft,AUSTRALIA,AUS,Tasmania,Triabunna,-42.504035,147.9139308,,,Sitting in a boat,Sitting on side of dinghy mending a net,M,"No injury to occupant, shark bit side of dinghy",N,White shark
12.Jan.50,12,1,1950,Summer,Unprovoked,AUSTRALIA,AUS,Victoria,South Werribee Beach,-37.97215125,144.7000636,,,Swimming,Swimming,M,3 lacerations to heel,N,Unknown
19.Dec.50,19,12,1950,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Jervis Bay,-35.1494368,150.7085321,,,Swimming,Swimming,Unknown,Legs nipped,N,Wobbegong shark
27.Jul.50,27,7,1950,Winter,Watercraft,AUSTRALIA,AUS,South Australia,Streaky Bay,-32.7380424,134.6157973,,,Fishing,Fishing,Unknown,No injury to occupants,N,White shark
18.Feb.50,18,2,1950,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,"Cottesloe, Perth",-31.9921125,115.7632414,,,Fishing,Spearfishing,M,Minor injury to leg,N,Wobbegong shark
01.Mar.50,1,3,1950,Autumn,Invalid,AUSTRALIA,AUS,Western Australia,"City Beach, Perth",-31.9529527,115.858576,,,Suicide,Suicide,M,"Szot's right hand found in a 4.5' [14.5'] tiger shark caught 3/9/1950 at Safety Bay, south of Freemantle. His body, with bullet wound in head & right hand missing, washed shore - an apparent suicide",Unknown,Invalid
31.Dec.50,31,12,1950,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Kirra,-28.16768,153.529527,,,Paddling,Paddling a surfboat,M,"No injury, shark bit oar",N,Tawny nurse shark
12.Nov.50,12,11,1950,Spring,Watercraft,AUSTRALIA,AUS,Queensland,Yeppoon,-23.1348035,150.7436625,,,Canoeing,Paddling a canoe,M,"No injury to occupants, shark holed canoet",N,"Unknown, length given"
09.Apr.50,9,4,1950,Autumn,Sea Disaster,AUSTRALIA,AUS,Queensland,Cooper's Point,-17.4,146.083,,,Fishing,"Sea Disaster, sinking of the fishing  launch Mavis",M,FATAL,Y,Unknown
29.Nov.50,29,11,1950,Spring,Provoked,AUSTRALIA,AUS,Northern Territory,Goulburn Island,-11.5945074,133.4549147,,,Diving,Diving ,M,"Minor injury to hand and groin from shark ""caught on his fishing spear"" PROVOKED INCIDENT",N,"Unknown, length given"
25.Nov.50,25,11,1950,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,"Burleigh Heads, Brisbane",-28.1021343,153.4395799,,,Surfing,Body surfing,M,Part of buttocks & fingers severed,N,White shark
16.Dec.50,16,12,1950,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,"Palm Beach North, 5 miles north of Burleigh Heads, Brisbane",-33.6005473,151.3231536,,,Treading water,Treading water,M,"FATAL, lower abdomen severely bitten & his left leg was severed",Y,Unknown
04.Oct.50,4,10,1950,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,"Peterson's Beach, Sarina",-33.6372026,151.3286161,,,Fishing,Fishing,M,Lacerations to right thumb and knee,N,"Unknown, length given"
01.Feb.51,1,2,1951,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Bondi Beach,-33.8923133,151.2753137,,,Swimming,Swimming,M,Leg bitten,N,"Unknown, length given"
